Entity,Code,Year,Renewables (% growth)
Argentina,ARG,1969,-10.310566
Argentina,ARG,1970,20.108854
Argentina,ARG,1971,-0.5101204
Argentina,ARG,1972,-1.6487837
Argentina,ARG,1973,93.66888
Argentina,ARG,1974,65.35835
Argentina,ARG,1975,4.017246
Argentina,ARG,1976,-3.4780025
Argentina,ARG,1977,14.872705
Argentina,ARG,1978,33.954407
Argentina,ARG,1979,37.657917
Argentina,ARG,1980,41.74149
Argentina,ARG,1981,-3.0714512
Argentina,ARG,1982,19.87133
Argentina,ARG,1983,4.8924685
Argentina,ARG,1984,7.6419115
Argentina,ARG,1985,3.902769
Argentina,ARG,1986,1.834619
Argentina,ARG,1987,4.085541
Argentina,ARG,1988,-30.140097
Argentina,ARG,1989,-13.578833
Argentina,ARG,1990,34.248604
Argentina,ARG,1991,-10.343581
Argentina,ARG,1992,20.59226
Argentina,ARG,1993,23.680782
Argentina,ARG,1994,14.755845
Argentina,ARG,1995,-2.7860641
Argentina,ARG,1996,-14.718169
Argentina,ARG,1997,23.844315
Argentina,ARG,1998,-4.989892
Argentina,ARG,1999,-18.796057
Argentina,ARG,2000,33.661842
Argentina,ARG,2001,27.577925
Argentina,ARG,2002,-1.6498148
Argentina,ARG,2003,-4.4611692
Argentina,ARG,2004,-9.657192
Argentina,ARG,2005,12.107361
Argentina,ARG,2006,11.154329
Argentina,ARG,2007,-17.322605
Argentina,ARG,2008,0.29383898
Argentina,ARG,2009,10.46685
Argentina,ARG,2010,13.508785
Argentina,ARG,2011,1.4544249
Argentina,ARG,2012,0.27803183
Argentina,ARG,2013,12.747372
Argentina,ARG,2014,3.764987
Argentina,ARG,2015,2.3492336
Argentina,ARG,2016,-4.1062536
Argentina,ARG,2017,9.643209
Argentina,ARG,2018,1.3414145
Argentina,ARG,2019,-0.12308955
Argentina,ARG,2020,-12.277204
Argentina,ARG,2021,2.5743604
Argentina,ARG,2022,20.653677
Asia,,1966,4.3086886
Asia,,1967,-6.5321503
Asia,,1968,11.143422
Asia,,1969,3.808689
Asia,,1970,2.5038958
Asia,,1971,9.356726
Asia,,1972,3.4254313
Asia,,1973,-7.0034623
Asia,,1974,13.892412
Asia,,1975,7.7494264
Asia,,1976,2.8160453
Asia,,1977,-1.6594946
Asia,,1978,5.403745
Asia,,1979,8.487821
Asia,,1980,7.6562405
Asia,,1981,7.2677135
Asia,,1982,2.104199
Asia,,1983,5.1170588
Asia,,1984,0.7239938
Asia,,1985,17.795193
Asia,,1986,0.959301
Asia,,1987,3.504479
Asia,,1988,14.533615
Asia,,1989,2.5879502
Asia,,1990,4.213345
Asia,,1991,1.1608839
Asia,,1992,0.77404976
Asia,,1993,10.659456
Asia,,1994,0.0052809715
Asia,,1995,8.5860615
Asia,,1996,-0.5732119
Asia,,1997,0.31324625
Asia,,1998,6.0767293
Asia,,1999,-1.7834544
Asia,,2000,3.495586
Asia,,2001,7.688391
Asia,,2002,5.298054
Asia,,2003,4.4332623
Asia,,2004,17.393005
Asia,,2005,4.6875715
Asia,,2006,10.914362
Asia,,2007,6.120932
Asia,,2008,14.763188
Asia,,2009,0.31811
Asia,,2010,16.698624
Asia,,2011,4.497099
Asia,,2012,14.783263
Asia,,2013,11.817682
Asia,,2014,11.65868
Asia,,2015,6.4460993
Asia,,2016,9.457218
Asia,,2017,9.204626
Asia,,2018,10.394716
Asia,,2019,10.578859
Asia,,2020,7.1186304
Asia,,2021,10.376668
Asia,,2022,9.728134
Asia Pacific (EI),,1966,3.9441705
Asia Pacific (EI),,1967,-5.894363
Asia Pacific (EI),,1968,10.068893
Asia Pacific (EI),,1969,3.5010457
Asia Pacific (EI),,1970,3.8202405
Asia Pacific (EI),,1971,10.261011
Asia Pacific (EI),,1972,2.8278232
Asia Pacific (EI),,1973,-5.343109
Asia Pacific (EI),,1974,12.700546
Asia Pacific (EI),,1975,6.658983
Asia Pacific (EI),,1976,0.31512976
Asia Pacific (EI),,1977,-2.6167393
Asia Pacific (EI),,1978,4.4800043
Asia Pacific (EI),,1979,8.627701
Asia Pacific (EI),,1980,6.8677664
Asia Pacific (EI),,1981,6.517887
Asia Pacific (EI),,1982,0.6116867
Asia Pacific (EI),,1983,6.285608
Asia Pacific (EI),,1984,0.54752827
Asia Pacific (EI),,1985,6.788552
Asia Pacific (EI),,1986,2.6418686
Asia Pacific (EI),,1987,-0.27070045
Asia Pacific (EI),,1988,10.512531
Asia Pacific (EI),,1989,7.3976755
Asia Pacific (EI),,1990,1.7707229
Asia Pacific (EI),,1991,2.8041124
Asia Pacific (EI),,1992,-2.0121217
Asia Pacific (EI),,1993,9.134542
Asia Pacific (EI),,1994,1.461184
Asia Pacific (EI),,1995,9.611583
Asia Pacific (EI),,1996,-1.8590689
Asia Pacific (EI),,1997,1.2614489
Asia Pacific (EI),,1998,6.5537453
Asia Pacific (EI),,1999,-0.38242936
Asia Pacific (EI),,2000,4.702282
Asia Pacific (EI),,2001,8.871424
Asia Pacific (EI),,2002,3.5244584
Asia Pacific (EI),,2003,3.408575
Asia Pacific (EI),,2004,17.301678
Asia Pacific (EI),,2005,5.513668
Asia Pacific (EI),,2006,11.102605
Asia Pacific (EI),,2007,7.4769974
Asia Pacific (EI),,2008,17.868698
Asia Pacific (EI),,2009,0.4284978
Asia Pacific (EI),,2010,15.177429
Asia Pacific (EI),,2011,5.2488923
Asia Pacific (EI),,2012,14.457428
Asia Pacific (EI),,2013,12.168873
Asia Pacific (EI),,2014,13.374508
Asia Pacific (EI),,2015,5.419302
Asia Pacific (EI),,2016,9.359741
Asia Pacific (EI),,2017,9.277142
Asia Pacific (EI),,2018,11.016369
Asia Pacific (EI),,2019,8.7144375
Asia Pacific (EI),,2020,8.093464
Asia Pacific (EI),,2021,11.571634
Asia Pacific (EI),,2022,9.971476
Australia,AUS,1966,-4.4668674
Australia,AUS,1967,3.4964323
Australia,AUS,1968,4.264462
Australia,AUS,1969,8.899128
Australia,AUS,1970,16.358566
Australia,AUS,1971,12.833559
Australia,AUS,1972,0.53414106
Australia,AUS,1973,6.6805124
Australia,AUS,1974,13.300872
Australia,AUS,1975,7.508123
Australia,AUS,1976,-4.805565
Australia,AUS,1977,-4.5423927
Australia,AUS,1978,7.9253078
Australia,AUS,1979,-2.7604997
Australia,AUS,1980,-5.540472
Australia,AUS,1981,3.023088
Australia,AUS,1982,-6.8954887
Australia,AUS,1983,-5.507064
Australia,AUS,1984,8.063162
Australia,AUS,1985,6.1145782
Australia,AUS,1986,0.62019825
Australia,AUS,1987,-2.7751505
Australia,AUS,1988,6.970048
Australia,AUS,1989,-0.011777878
Australia,AUS,1990,3.0227065
Australia,AUS,1991,5.5380583
Australia,AUS,1992,1.4967799
Australia,AUS,1993,2.7070045
Australia,AUS,1994,-1.195991
Australia,AUS,1995,-2.2807717
Australia,AUS,1996,2.8083801
Australia,AUS,1997,0.23630857
Australia,AUS,1998,-0.32405853
Australia,AUS,1999,3.3426523
Australia,AUS,2000,0.21802187
Australia,AUS,2001,-1.5658379
Australia,AUS,2002,4.0058613
Australia,AUS,2003,3.9877653
Australia,AUS,2004,3.7507534
Australia,AUS,2005,8.179033
Australia,AUS,2006,4.4968843
Australia,AUS,2007,-2.9261768
Australia,AUS,2008,-4.081482
Australia,AUS,2009,7.5611234
Australia,AUS,2010,12.755287
Australia,AUS,2011,36.24897
Australia,AUS,2012,-1.2986422
Australia,AUS,2013,15.625548
Australia,AUS,2014,-6.9869995
Australia,AUS,2015,6.760764
Australia,AUS,2016,14.176202
Australia,AUS,2017,-5.8920264
Australia,AUS,2018,24.681818
Australia,AUS,2019,10.99081
Australia,AUS,2020,15.347075
Australia,AUS,2021,19.894337
Australia,AUS,2022,17.42692
Austria,AUT,1966,7.759738
Austria,AUT,1967,2.117598
Austria,AUT,1968,2.75172
Austria,AUT,1969,-8.067083
Austria,AUT,1970,27.345966
Austria,AUT,1971,-20.994186
Austria,AUT,1972,2.7794003
Austria,AUT,1973,11.115479
Austria,AUT,1974,18.236053
Austria,AUT,1975,4.7683597
Austria,AUT,1976,-13.572491
Austria,AUT,1977,21.177113
Austria,AUT,1978,0.080251694
Austria,AUT,1979,12.653971
Austria,AUT,1980,3.6057472
Austria,AUT,1981,5.9684157
Austria,AUT,1982,0.15884638
Austria,AUT,1983,-0.9386182
Austria,AUT,1984,-12.27439
Austria,AUT,1985,18.134033
Austria,AUT,1986,1.4911056
Austria,AUT,1987,12.7437
Austria,AUT,1988,0.15771389
Austria,AUT,1989,-0.45161247
Austria,AUT,1990,-9.565944
Austria,AUT,1991,0.07901192
Austria,AUT,1992,10.738993
Austria,AUT,1993,5.2488446
Austria,AUT,1994,-3.0895889
Austria,AUT,1995,5.5824757
Austria,AUT,1996,-7.9815745
Austria,AUT,1997,5.706215
Austria,AUT,1998,3.2058835
Austria,AUT,1999,8.476448
Austria,AUT,2000,2.5846362
Austria,AUT,2001,-2.5314152
Austria,AUT,2002,-0.7830262
Austria,AUT,2003,-15.742988
Austria,AUT,2004,12.547457
Austria,AUT,2005,4.550016
Austria,AUT,2006,5.377805
Austria,AUT,2007,6.958008
Austria,AUT,2008,4.679978
Austria,AUT,2009,7.979524
Austria,AUT,2010,-4.376155
Austria,AUT,2011,-7.9800186
Austria,AUT,2012,22.08197
Austria,AUT,2013,-2.6931107
Austria,AUT,2014,1.7174721
Austria,AUT,2015,-2.4121583
Austria,AUT,2016,3.945899
Austria,AUT,2017,-1.470536
Austria,AUT,2018,-1.3284266
Austria,AUT,2019,8.2562685
Austria,AUT,2020,-0.14474988
Austria,AUT,2021,-4.384303
Austria,AUT,2022,-3.9668381
Azerbaijan,AZE,1986,-38.720535
Azerbaijan,AZE,1987,0
Azerbaijan,AZE,1988,-13.186818
Azerbaijan,AZE,1989,0
Azerbaijan,AZE,1990,137.44559
Azerbaijan,AZE,1991,6.109774
Azerbaijan,AZE,1992,-0.68208575
Azerbaijan,AZE,1993,38.842785
Azerbaijan,AZE,1994,-24.567192
Azerbaijan,AZE,1995,-14.972681
Azerbaijan,AZE,1996,-1.2210846
Azerbaijan,AZE,1997,11.385822
Azerbaijan,AZE,1998,13.960278
Azerbaijan,AZE,1999,-22.808815
Azerbaijan,AZE,2000,1.8592238
Azerbaijan,AZE,2001,-15.189052
Azerbaijan,AZE,2002,55.265175
Azerbaijan,AZE,2003,22.277237
Azerbaijan,AZE,2004,11.538469
Azerbaijan,AZE,2005,9.234106
Azerbaijan,AZE,2006,-16.328835
Azerbaijan,AZE,2007,-6.1159554
Azerbaijan,AZE,2008,-5.5837574
Azerbaijan,AZE,2009,3.5170197
Azerbaijan,AZE,2010,49.17984
Azerbaijan,AZE,2011,-22.368568
Azerbaijan,AZE,2012,-31.945593
Azerbaijan,AZE,2013,-14.459085
Azerbaijan,AZE,2014,-10.643893
Azerbaijan,AZE,2015,24.836552
Azerbaijan,AZE,2016,21.123959
Azerbaijan,AZE,2017,-10.158462
Azerbaijan,AZE,2018,4.242015
Azerbaijan,AZE,2019,-8.052021
Azerbaijan,AZE,2020,-27.558142
Azerbaijan,AZE,2021,15.812338
Azerbaijan,AZE,2022,21.121334
Bangladesh,BGD,1972,0
Bangladesh,BGD,1973,89.14286
Bangladesh,BGD,1974,-26.586103
Bangladesh,BGD,1975,79.42387
Bangladesh,BGD,1976,13.302755
Bangladesh,BGD,1977,-11.538458
Bangladesh,BGD,1978,15.789473
Bangladesh,BGD,1979,16.007912
Bangladesh,BGD,1980,-0.6814301
Bangladesh,BGD,1981,7.2041154
Bangladesh,BGD,1982,-16.320002
Bangladesh,BGD,1983,26.577436
Bangladesh,BGD,1984,35.49849
Bangladesh,BGD,1985,-17.61427
Bangladesh,BGD,1986,-39.106907
Bangladesh,BGD,1987,14.888895
Bangladesh,BGD,1988,30.560923
Bangladesh,BGD,1989,36.296295
Bangladesh,BGD,1990,-3.913045
Bangladesh,BGD,1991,-5.203623
Bangladesh,BGD,1992,-5.0119343
Bangladesh,BGD,1993,-23.618095
Bangladesh,BGD,1994,39.309216
Bangladesh,BGD,1995,-56.08028
Bangladesh,BGD,1996,98.655914
Bangladesh,BGD,1997,-2.7063668
Bangladesh,BGD,1998,20.305979
Bangladesh,BGD,1999,-3.699422
Bangladesh,BGD,2000,-10.084033
Bangladesh,BGD,2001,32.576763
Bangladesh,BGD,2002,-24.56193
Bangladesh,BGD,2003,0.10678768
Bangladesh,BGD,2004,0.13335943
Bangladesh,BGD,2005,0.199759
Bangladesh,BGD,2006,0.47847033
Bangladesh,BGD,2007,0.47619343
Bangladesh,BGD,2008,27.448654
Bangladesh,BGD,2009,-53.776985
Bangladesh,BGD,2010,74.08203
Bangladesh,BGD,2011,20.203697
Bangladesh,BGD,2012,-6.6433725
Bangladesh,BGD,2013,-1.1087477
Bangladesh,BGD,2014,-14.372194
Bangladesh,BGD,2015,49.301003
Bangladesh,BGD,2016,0.7479429
Bangladesh,BGD,2017,16.009617
Bangladesh,BGD,2018,-11.025023
Bangladesh,BGD,2019,0.8913398
Bangladesh,BGD,2020,-5.2415667
Bangladesh,BGD,2021,16.36157
Bangladesh,BGD,2022,12.754726
Belarus,BLR,1986,0
Belarus,BLR,1987,0
Belarus,BLR,1988,0
Belarus,BLR,1989,0
Belarus,BLR,1990,0
Belarus,BLR,1991,-10.000002
Belarus,BLR,1992,-5.5555463
Belarus,BLR,1993,11.764693
Belarus,BLR,1994,0
Belarus,BLR,1995,5.2631617
Belarus,BLR,1996,-19.999992
Belarus,BLR,1997,31.249989
Belarus,BLR,1998,33.333336
Belarus,BLR,1999,-32.14286
Belarus,BLR,2000,42.10527
Belarus,BLR,2001,11.111105
Belarus,BLR,2002,-3.333336
Belarus,BLR,2003,-3.4482718
Belarus,BLR,2004,21.464645
Belarus,BLR,2005,8.791197
Belarus,BLR,2006,2.702713
Belarus,BLR,2007,31.578945
Belarus,BLR,2008,210.44447
Belarus,BLR,2009,120.57982
Belarus,BLR,2010,52.03632
Belarus,BLR,2011,-11.707568
Belarus,BLR,2012,11.434782
Belarus,BLR,2013,-3.2302797
Belarus,BLR,2014,0.6366849
Belarus,BLR,2015,-3.9429605
Belarus,BLR,2016,12.824667
Belarus,BLR,2017,67.153145
Belarus,BLR,2018,-12.13724
Belarus,BLR,2019,22.23934
Belarus,BLR,2020,21.722721
Belarus,BLR,2021,-5.9285045
Belarus,BLR,2022,-3.2849312
Belgium,BEL,1966,9.926462
Belgium,BEL,1967,-20.401335
Belgium,BEL,1968,2.5210023
Belgium,BEL,1969,-5.7377043
Belgium,BEL,1970,6.9565177
Belgium,BEL,1971,-45.528454
Belgium,BEL,1972,34.328365
Belgium,BEL,1973,59.44444
Belgium,BEL,1974,21.254349
Belgium,BEL,1975,-23.563217
Belgium,BEL,1976,-37.59399
Belgium,BEL,1977,183.73497
Belgium,BEL,1978,2.5477648
Belgium,BEL,1979,13.664603
Belgium,BEL,1980,5.2823305
Belgium,BEL,1981,16.262985
Belgium,BEL,1982,-43.601192
Belgium,BEL,1983,-5.540901
Belgium,BEL,1984,4.7486067
Belgium,BEL,1985,-9.33333
Belgium,BEL,1986,35.882355
Belgium,BEL,1987,24.89178
Belgium,BEL,1988,-5.199313
Belgium,BEL,1989,-8.043867
Belgium,BEL,1990,10.337973
Belgium,BEL,1991,-3.4234226
Belgium,BEL,1992,15.111935
Belgium,BEL,1993,-17.828201
Belgium,BEL,1994,18.34321
Belgium,BEL,1995,11.333323
Belgium,BEL,1996,-16.017962
Belgium,BEL,1997,4.8128366
Belgium,BEL,1998,29.08163
Belgium,BEL,1999,11.989462
Belgium,BEL,2000,22.823524
Belgium,BEL,2001,2.9693484
Belgium,BEL,2002,5.86046
Belgium,BEL,2003,4.7451615
Belgium,BEL,2004,25.587261
Belgium,BEL,2005,40.681362
Belgium,BEL,2006,40.170944
Belgium,BEL,2007,18.089437
Belgium,BEL,2008,26.73552
Belgium,BEL,2009,57.631874
Belgium,BEL,2010,54.61575
Belgium,BEL,2011,15.390277
Belgium,BEL,2012,17.20587
Belgium,BEL,2013,8.00879
Belgium,BEL,2014,8.211446
Belgium,BEL,2015,2.583015
Belgium,BEL,2016,10.613632
Belgium,BEL,2017,10.099972
Belgium,BEL,2018,6.2412143
Belgium,BEL,2019,10.235333
Belgium,BEL,2020,24.43888
Belgium,BEL,2021,0.13488531
Belgium,BEL,2022,4.495299
Brazil,BRA,1966,9.370958
Brazil,BRA,1967,4.5975685
Brazil,BRA,1968,4.6627164
Brazil,BRA,1969,7.0114613
Brazil,BRA,1970,34.346855
Brazil,BRA,1971,7.7447295
Brazil,BRA,1972,17.707264
Brazil,BRA,1973,11.708414
Brazil,BRA,1974,12.193787
Brazil,BRA,1975,9.393061
Brazil,BRA,1976,13.563752
Brazil,BRA,1977,16.488552
Brazil,BRA,1978,14.460886
Brazil,BRA,1979,16.099049
Brazil,BRA,1980,11.858904
Brazil,BRA,1981,0.1886487
Brazil,BRA,1982,11.737561
Brazil,BRA,1983,13.075185
Brazil,BRA,1984,12.355328
Brazil,BRA,1985,10.276377
Brazil,BRA,1986,8.296574
Brazil,BRA,1987,1.7312527
Brazil,BRA,1988,6.551063
Brazil,BRA,1989,4.218948
Brazil,BRA,1990,-1.3140678
Brazil,BRA,1991,4.388809
Brazil,BRA,1992,1.692462
Brazil,BRA,1993,5.2745104
Brazil,BRA,1994,4.3486595
Brazil,BRA,1995,4.489374
Brazil,BRA,1996,4.582429
Brazil,BRA,1997,2.8854132
Brazil,BRA,1998,3.2398582
Brazil,BRA,1999,0.68523884
Brazil,BRA,2000,-0.052511692
Brazil,BRA,2001,-10.333782
Brazil,BRA,2002,7.307887
Brazil,BRA,2003,4.7305346
Brazil,BRA,2004,6.1457157
Brazil,BRA,2005,5.3236485
Brazil,BRA,2006,2.15106
Brazil,BRA,2007,12.350166
Brazil,BRA,2008,7.5468183
Brazil,BRA,2009,6.916797
Brazil,BRA,2010,5.395913
Brazil,BRA,2011,1.8897653
Brazil,BRA,2012,-2.3472965
Brazil,BRA,2013,1.2185335
Brazil,BRA,2014,1.7856836
Brazil,BRA,2015,4.9350142
Brazil,BRA,2016,2.2316694
Brazil,BRA,2017,0.8367777
Brazil,BRA,2018,9.093487
Brazil,BRA,2019,6.222117
Brazil,BRA,2020,-1.3791025
Brazil,BRA,2021,-2.3529649
Brazil,BRA,2022,10.988081
Bulgaria,BGR,1966,0.49999952
Bulgaria,BGR,1967,0.59702396
Bulgaria,BGR,1968,-35.459946
Bulgaria,BGR,1969,40.91954
Bulgaria,BGR,1970,17.020119
Bulgaria,BGR,1971,0.836432
Bulgaria,BGR,1972,-3.456223
Bulgaria,BGR,1973,22.673023
Bulgaria,BGR,1974,-19.066149
Bulgaria,BGR,1975,17.932701
Bulgaria,BGR,1976,20.423973
Bulgaria,BGR,1977,19.465137
Bulgaria,BGR,1978,-17.56872
Bulgaria,BGR,1979,13.819194
Bulgaria,BGR,1980,12.141347
Bulgaria,BGR,1981,-2.558577
Bulgaria,BGR,1982,-15.6992855
Bulgaria,BGR,1983,9.934425
Bulgaria,BGR,1984,-2.7736366
Bulgaria,BGR,1985,-31.380367
Bulgaria,BGR,1986,3.9785385
Bulgaria,BGR,1987,9.071362
Bulgaria,BGR,1988,2.3255825
Bulgaria,BGR,1989,3.6594748
Bulgaria,BGR,1990,-30.211819
Bulgaria,BGR,1991,29.978693
Bulgaria,BGR,1992,-15.485459
Bulgaria,BGR,1993,-5.86524
Bulgaria,BGR,1994,-24.407827
Bulgaria,BGR,1995,57.629417
Bulgaria,BGR,1996,26.145208
Bulgaria,BGR,1997,-5.6526184
Bulgaria,BGR,1998,12.454605
Bulgaria,BGR,1999,-11.107522
Bulgaria,BGR,2000,-2.9059172
Bulgaria,BGR,2001,-35.01684
Bulgaria,BGR,2002,26.309729
Bulgaria,BGR,2003,38.058342
Bulgaria,BGR,2004,4.6219826
Bulgaria,BGR,2005,37.01483
Bulgaria,BGR,2006,-1.9345939
Bulgaria,BGR,2007,-31.399715
Bulgaria,BGR,2008,2.1071553
Bulgaria,BGR,2009,26.726198
Bulgaria,BGR,2010,58.029568
Bulgaria,BGR,2011,-30.850803
Bulgaria,BGR,2012,52.613903
Bulgaria,BGR,2013,29.799927
Bulgaria,BGR,2014,5.726421
Bulgaria,BGR,2015,20.517231
Bulgaria,BGR,2016,-14.570946
Bulgaria,BGR,2017,-9.893626
Bulgaria,BGR,2018,40.178467
Bulgaria,BGR,2019,-15.243655
Bulgaria,BGR,2020,-1.0019183
Bulgaria,BGR,2021,30.082893
Bulgaria,BGR,2022,3.5487175
CIS (EI),,1966,12.757576
CIS (EI),,1967,-3.5415947
CIS (EI),,1968,17.465092
CIS (EI),,1969,10.70838
CIS (EI),,1970,7.9839587
CIS (EI),,1971,1.3844967
CIS (EI),,1972,-2.5376856
CIS (EI),,1973,-0.450778
CIS (EI),,1974,7.9161406
CIS (EI),,1975,-4.5769873
CIS (EI),,1976,7.737303
CIS (EI),,1977,8.309579
CIS (EI),,1978,15.431857
CIS (EI),,1979,1.3682842
CIS (EI),,1980,6.9264054
CIS (EI),,1981,1.5255094
CIS (EI),,1982,-6.461787
CIS (EI),,1983,3.2545805
CIS (EI),,1984,12.544775
CIS (EI),,1985,-4.382473
CIS (EI),,1986,0.5715132
CIS (EI),,1987,0.9101391
CIS (EI),,1988,4.0317535
CIS (EI),,1989,-2.8122783
CIS (EI),,1990,6.0991526
CIS (EI),,1991,0.10397434
CIS (EI),,1992,2.1464348
CIS (EI),,1993,3.0433059
CIS (EI),,1994,1.6852498
CIS (EI),,1995,-2.6577055
CIS (EI),,1996,-9.756679
CIS (EI),,1997,-0.4837215
CIS (EI),,1998,0.24504662
CIS (EI),,1999,2.4325132
CIS (EI),,2000,2.6026726
CIS (EI),,2001,4.274249
CIS (EI),,2002,-4.562664
CIS (EI),,2003,-0.68202615
CIS (EI),,2004,9.780955
CIS (EI),,2005,-1.0010064
CIS (EI),,2006,-0.64870715
CIS (EI),,2007,2.42244
CIS (EI),,2008,-8.616752
CIS (EI),,2009,5.20674
CIS (EI),,2010,-0.5769789
CIS (EI),,2011,-1.894027
CIS (EI),,2012,0.1240015
CIS (EI),,2013,7.6544404
CIS (EI),,2014,-3.4333944
CIS (EI),,2015,-2.4250746
